YEAR,Day of the Year,Relative Huminidity,Precipitation (mm/day),Temperature at 2 Meters Maximum ©, Temperature at 2 Meters Minimum ©,Temperature at 2 Meters Range ©
2019,258,88.82,0.62,30.37,26.24,4.13
2019,259,88.09,3.04,30.34,26.24,4.1
2019,260,83.03,4.29,32.29,26.04,6.25
2019,261,79.73,18.37,33.2,26.5,6.7
2019,262,84.98,3.4,32.03,26.99,5.04
2019,263,84.13,5.53,30.81,26.82,3.99
2019,264,81.87,14.58,31.58,27.28,4.3
2019,265,81.35,7.65,32.63,26.08,6.55
2019,266,82.73,23.88,30.62,26.17,4.45
2019,267,88.14,25.88,29.88,25.86,4.02
2019,268,80.66,8.86,29.58,25.81,3.77
2019,269,80.07,13.8,30.18,25.42,4.76
2019,270,85.57,1.24,30.69,23.89,6.8
2019,271,83.91,2.64,30.26,24.14,6.12
2019,272,82.97,9.09,29.27,25.67,3.6
2019,273,84.57,38.12,29.04,25.47,3.57
2019,274,89.3,45.59,28.3,25.44,2.86
2019,275,89.14,24.35,29.53,24.9,4.63
2019,276,87.9,8.77,30.3,24.97,5.33
2019,277,85.17,3.63,29.72,25.32,4.4
2019,278,83.3,9.97,30.37,25.6,4.77
2019,279,81.64,18.71,30,26.21,3.79
2019,280,85.04,22.86,28.89,25.98,2.91
2019,281,81.88,10.91,28.57,25.51,3.06
2019,282,79.75,16.86,29.59,25.52,4.07
2019,283,89.31,53.79,27.3,25.03,2.27
2019,284,88.86,72.31,28.98,24.32,4.66
2019,285,82.34,19.43,30.45,24.56,5.89
2019,286,82.55,0,30.51,23.63,6.88
2019,287,80.6,0.06,30.76,22.63,8.13
2019,288,83.82,2.63,29.67,24.03,5.64
2019,289,78.12,7.48,31.07,25.75,5.32
2019,290,77.79,5.46,31.99,25.1,6.89
2019,291,81.05,3.96,31.83,24.76,7.07
2019,292,82.28,0,30.9,24.88,6.02
2019,293,82.96,0,31.5,24.22,7.28
2019,294,84.19,2.9,30.7,24.67,6.03
2019,295,81.32,2.59,30.51,24.83,5.68
2019,296,82.58,0.88,29.98,25.48,4.5
2019,297,86.03,0.38,29.74,24.55,5.19
2019,298,86.83,5.94,30.25,24.22,6.03
2019,299,87.79,18.86,29.51,25.6,3.91
2019,300,82.91,11.91,28.72,25.31,3.41
2019,301,83.8,4.3,29.67,24.07,5.6
2019,302,83.5,0,29.31,22.91,6.4
2019,303,80.67,0,28.98,22.09,6.89
2019,304,73.89,0,29.28,23.92,5.36
2019,305,78.66,0,28.83,21.87,6.96
2019,306,77.04,0,30.31,22.76,7.55
2019,307,77.48,0,30.1,22.7,7.4
2019,308,75.26,0,29.63,24.84,4.79
2019,309,75.92,0,29.31,23.25,6.06
2019,310,75.64,0,29.82,22.45,7.37
2019,311,75.56,0.06,30.28,22.15,8.13
2019,312,84.45,16.13,28.38,23.88,4.5
2019,313,87.77,32.05,29.58,23.34,6.24
2019,314,92.17,126.64,26.97,22.44,4.53
2019,315,90.57,39.12,27.35,24.01,3.34
2019,316,83.14,12.21,28.95,22.48,6.47
2019,317,84.58,0,28.69,20.58,8.11
2019,318,83.09,0,29.95,21.26,8.69
2019,319,80.12,0,29.22,21.68,7.54
2019,320,76.47,0.13,28.1,19.71,8.39
2019,321,72.95,0,27.06,19.66,7.4
2019,322,79.21,0,27.21,19.14,8.07
2019,323,77.97,0,27.03,18.33,8.7
2019,324,78.5,0,26.47,18.55,7.92
2019,325,75.59,0,26.86,17.54,9.32
2019,326,75.16,0,26.11,18.19,7.92
2019,327,75.26,0,26.19,17.76,8.43
2019,328,78.77,0,25.88,17.46,8.42
2019,329,74.62,0,27.77,17.88,9.89
2019,330,74.21,0,28.59,18.88,9.71
2019,331,67.93,0,29.27,19.28,9.99
2019,332,72.8,0,29.22,19.57,9.65
2019,333,76.2,0,28.32,19.87,8.45
2019,334,76.01,0,27.06,18.94,8.12
2019,335,81.46,0,26.37,18.09,8.28
2019,336,84.64,0,25.32,17.32,8
2019,337,79.3,0,24.45,16.03,8.42
2019,338,81.59,0,24.62,15.04,9.58
2019,339,74.41,0,27.82,15.92,11.9
2019,340,65.52,0,27.45,17.62,9.83
2019,341,69.98,0,26.87,17.99,8.88
2019,342,71,0,26.51,18.98,7.53
2019,343,73.15,0,25.7,17.82,7.88
2019,344,72.13,0,24.6,17.61,6.99
2019,345,64.72,0,24.26,17.18,7.08
2019,346,70.79,0,24.11,15.45,8.66
2019,347,69.86,0,25.59,15.29,10.3
2019,348,67.67,0,25.88,15.63,10.25
2019,349,74.05,0,25.19,15.96,9.23
2019,350,82.14,0,25.36,15.97,9.39
2019,351,84.12,0,24.99,16.34,8.65
2019,352,87.29,0,23.24,14.76,8.48
2019,353,87.2,0,21.58,12.99,8.59
2019,354,81.15,0,21.06,12.26,8.8
2019,355,80.96,0,21.37,13.15,8.22
2019,356,84.34,0,21.46,12.26,9.2
2019,357,86.88,0,22.9,12.73,10.17
2019,358,83.96,0,23.2,12.8,10.4
2019,359,82.62,0,21.98,11.53,10.45
2019,360,80.17,0.01,24.58,12.78,11.8
2019,361,89.07,17.98,23.39,13.97,9.42
2019,362,84.51,0.06,21.54,12.93,8.61
2019,363,80.09,0.56,23.15,11.7,11.45
2019,364,82.51,0,23,13.48,9.52
2019,365,78.21,0,25.55,15.65,9.9
2020,1,74.23,0.31,26.52,17.41,9.11
2020,2,80.02,0.11,26.68,17.23,9.45
2020,3,89.44,59.53,23.47,17.69,5.78
2020,4,86.35,33.81,19.87,16.65,3.22
2020,5,86.21,3.16,21.97,16.3,5.67
2020,6,84.2,0.51,21.28,13,8.28
2020,7,81.97,0,22.01,10.99,11.02
2020,8,83.32,0,22.73,12.66,10.07
2020,9,80.2,0.05,22.66,15.17,7.49
2020,10,85.78,0.21,22.81,14.7,8.11
2020,11,85.47,0.35,21.03,11.85,9.18
2020,12,85.58,0,21.74,11.34,10.4
2020,13,83.64,0,21.48,12.36,9.12
2020,14,83.25,0,21.82,12.64,9.18
2020,15,83.82,0,22.88,13.57,9.31
2020,16,79.52,0,26.21,13.36,12.85
2020,17,74.04,0,26.09,14.36,11.73
2020,18,65.6,0,25.68,15.93,9.75
2020,19,75.97,0,25.44,15.2,10.24
2020,20,87.77,0,23.49,14.82,8.67
2020,21,80.35,0,21.84,13.26,8.58
2020,22,79.7,0,22.25,10.51,11.74
2020,23,74.42,0,22.86,12.21,10.65
2020,24,73.31,0,22.31,13.47,8.84
2020,25,71.15,0,21.86,11.55,10.31
2020,26,75.87,0,20.83,12.37,8.46
2020,27,74.77,0,20.84,11.77,9.07
2020,28,73.4,0,22.44,11.95,10.49
2020,29,68.52,0.11,22.92,14.52,8.4
2020,30,81.01,0.01,23.91,14.31,9.6
2020,31,84.68,0,23.16,15.58,7.58
2020,32,80.78,0,22.96,14.31,8.65
2020,33,76.42,0,22.55,12.83,9.72
2020,34,72.38,0,21.24,11.29,9.95
2020,35,75.53,0,22.09,9.76,12.33
2020,36,74.22,0,22.61,12.01,10.6
2020,37,72.42,0,23.78,13.61,10.17
2020,38,75.74,0,23.55,11.79,11.76
2020,39,73.27,0,23.67,14.19,9.48
2020,40,76.84,0,23.8,15.23,8.57
2020,41,74.58,0,23.38,13.35,10.03
2020,42,74.77,0,23.11,11.82,11.29
2020,43,73.1,0,23.29,11.67,11.62
2020,44,64.85,0,23.42,12.7,10.72
2020,45,71.09,0,23.81,13.91,9.9
2020,46,80.81,0,24.53,14.42,10.11
2020,47,75.63,0,25.57,15.4,10.17
2020,48,73.65,0,25.63,15.36,10.27
2020,49,72.61,0,26.39,15.26,11.13
2020,50,67.44,0,26.03,16.5,9.53
2020,51,63.4,0,26.79,16.88,9.91
2020,52,63.18,0,27.86,15.89,11.97
2020,53,58.85,0,28.16,17.24,10.92
2020,54,56.25,0,28.53,18.21,10.32
2020,55,72.21,0,26.86,16.22,10.64
2020,56,77.51,0.42,27.19,18.54,8.65
2020,57,83.21,4.94,25.3,17.59,7.71
2020,58,75.21,2.07,25.64,16.31,9.33
2020,59,68.63,0.82,26.56,16.58,9.98
2020,60,65.49,0,27.3,17.31,9.99
2020,61,70.21,0,27.76,17.02,10.74
2020,62,74.86,0.07,27.91,18.05,9.86
2020,63,76.39,3.99,28.04,19.33,8.71
2020,64,66.91,9.23,28.62,19.35,9.27
2020,65,69.67,0.19,28.78,19.55,9.23
2020,66,65.84,1.22,28.87,21.62,7.25
2020,67,69.18,2.56,28.48,19.37,9.11
2020,68,71.47,0.03,28.04,19.71,8.33
2020,69,70.5,0,28.22,19.71,8.51
2020,70,62.88,0,27.91,15.97,11.94
2020,71,62.12,0,28.89,17.32,11.57
2020,72,62.46,0,30.88,20.8,10.08
2020,73,66.65,0,32.21,21.96,10.25
2020,74,64.29,0,33.2,20.02,13.18
2020,75,68.68,0,31.66,19.91,11.75
2020,76,64.49,0,30.89,18.95,11.94
2020,77,65.02,0,30.62,20.87,9.75
2020,78,63.32,0,30.56,19.57,10.99
2020,79,60.22,0,31.01,20.23,10.78
2020,80,59.93,0.09,30.82,19.37,11.45
2020,81,66.6,0,31.06,20.68,10.38
2020,82,68.4,0.28,30.01,21.49,8.52
2020,83,64.55,0.06,29.94,20.31,9.63
2020,84,65.91,0.39,29.71,21.32,8.39
2020,85,64.28,0.75,31.5,21.07,10.43
2020,86,68.46,0.25,31.75,22.26,9.49
2020,87,66.35,0,32.96,22.28,10.68
2020,88,70.06,0,33.81,22.53,11.28
2020,89,63.79,0,34.22,23.17,11.05
2020,90,46.49,0,33.91,22.64,11.27
2020,91,44.83,0,33.97,21.54,12.43
2020,92,53.18,0,34.16,21.27,12.89
2020,93,70.07,0.08,33.71,22.13,11.58
2020,94,73.43,2.67,33.43,23.52,9.91
2020,95,74.93,10.69,31.94,23.74,8.2
2020,96,71.72,10.74,31.81,23.9,7.91
2020,97,71.71,3.61,32.44,23.63,8.81
2020,98,73.49,3.26,32.88,22.89,9.99
2020,99,73.69,0,31.64,23.47,8.17
2020,100,68.72,0,32.8,23.57,9.23
2020,101,66.46,0.03,34.36,23.96,10.4
2020,102,64.68,0.27,34.01,25.18,8.83
2020,103,60.17,0.11,33.73,24.63,9.1
2020,104,60.25,0,33.88,25.31,8.57
2020,105,65.44,0,34.7,24.01,10.69
2020,106,70.43,0.19,34.02,23.92,10.1
2020,107,70.74,3,32.36,24.46,7.9
2020,108,74.37,3.95,32.42,24.86,7.56
2020,109,82.22,27.89,31.66,24.23,7.43
2020,110,79.07,19.14,32.36,24.55,7.81
2020,111,85.77,40.77,28.99,24.43,4.56
2020,112,73.3,8.67,29.68,25.38,4.3
2020,113,66.45,6.72,31.35,24.41,6.94
2020,114,71.12,2.58,30.91,23.38,7.53
2020,115,78.81,18.31,30.07,22.84,7.23
2020,116,84.98,46.27,29.78,24.19,5.59
2020,117,86.1,27.67,29.11,24.75,4.36
2020,118,80.42,14.3,29.98,24.43,5.55
2020,119,80.07,13.47,30.1,24.16,5.94
2020,120,83.32,17.06,28.66,23.98,4.68
2020,121,83.67,12.79,29.83,24.48,5.35
2020,122,82.12,19.53,29.63,24.07,5.56
2020,123,82.11,14.76,30.23,25.01,5.22
2020,124,85.92,31.19,29.67,24.51,5.16
2020,125,84.36,12.77,30.48,24.63,5.85
2020,126,84.99,18.98,31.11,25.1,6.01
2020,127,85.26,17.53,29.87,25.4,4.47
2020,128,76.43,2.21,31.84,25.28,6.56
2020,129,77,1,32.24,23.43,8.81
2020,130,76.11,2.44,32.89,23.75,9.14
2020,131,72.31,0.81,33.56,25.42,8.14
2020,132,76.59,0,32.39,26.41,5.98
2020,133,82.37,0,30.72,26.74,3.98
2020,134,80.97,0.08,31.71,25.42,6.29
2020,135,81.23,3.45,31.92,25.58,6.34
2020,136,80.21,1.93,31.93,26.06,5.87
2020,137,80.81,2.56,32.46,25.97,6.49
2020,138,78.41,2.79,33.19,26.18,7.01
2020,139,79.47,0,32.83,26.59,6.24
2020,140,76.24,5.64,32.27,26.08,6.19
2020,141,81.15,45.94,32.94,26.5,6.44
2020,142,84.06,45.66,30.56,26.86,3.7
2020,143,84.8,40.72,31.7,27.08,4.62
2020,144,86.39,33.86,32.16,26.25,5.91
2020,145,84.8,0.96,31.56,26.64,4.92
2020,146,83.65,0.03,31.08,27.03,4.05
2020,147,85.68,5.96,30.26,26.89,3.37
2020,148,87.31,59.34,30.37,26.64,3.73
2020,149,85.91,42.34,30.44,26.49,3.95
2020,150,85.04,15.27,30.45,26.08,4.37
2020,151,87.62,22.59,30.48,25.67,4.81
2020,152,88.59,40.38,30.21,24.25,5.96
2020,153,88.05,33.71,29.88,25.87,4.01
2020,154,88.72,15.21,29.85,25.99,3.86
2020,155,78.92,16.97,30.71,25.98,4.73
2020,156,88.73,24.77,30.26,25.45,4.81
2020,157,88.6,8.62,29.98,25.86,4.12
2020,158,90.05,19.38,30.8,26.78,4.02
2020,159,90.1,25.95,29.83,26.71,3.12
2020,160,85,13.76,30.73,26.44,4.29
2020,161,80.98,15.12,33.13,26.83,6.3
2020,162,86.07,14.95,31.77,27.08,4.69
2020,163,89.28,27.21,31.08,26.73,4.35
2020,164,89.41,26.64,30.86,26.76,4.1
2020,165,91.21,20.32,30.52,27.28,3.24
2020,166,89.76,8.94,31.75,27.1,4.65
2020,167,92.23,21.16,30.17,27.27,2.9
2020,168,89.52,22.31,30.67,26.65,4.02
2020,169,92.23,54.21,30.22,27.22,3
2020,170,91.98,57.43,29.06,26.76,2.3
2020,171,89.74,59.06,30.74,26.71,4.03
2020,172,91.03,28.59,30.79,25.85,4.94
2020,173,89.81,10.67,30.71,25.83,4.88
2020,174,89.76,13.98,30.78,26.12,4.66
2020,175,88.83,10.52,30.79,26.52,4.27
2020,176,88.21,8.91,30.72,26.92,3.8
2020,177,88.19,9.33,30.62,26.96,3.66
2020,178,88.95,10.92,30.61,26.79,3.82
2020,179,89.35,44.79,29.98,26.82,3.16
2020,180,85.74,17.78,30.96,26.49,4.47
2020,181,85.71,13.62,30.95,26.01,4.94
2020,182,84.53,4.01,31,26.4,4.6
2020,183,88.72,24.24,30.3,27.1,3.2
2020,184,89.95,9.35,30.38,26.85,3.53
2020,185,90.75,5.73,30.78,26.72,4.06
2020,186,89.6,16.34,31.56,26.37,5.19
2020,187,91.37,22.37,30.29,27.17,3.12
2020,188,89.25,22.21,31.45,27,4.45
2020,189,90.62,24.46,30.48,26.2,4.28
2020,190,90.26,43.27,30.36,26.83,3.53
2020,191,90.22,31.78,29.94,27.32,2.62
2020,192,88.65,36.24,30.44,27.52,2.92
2020,193,93.1,50.62,28.99,27.37,1.62
2020,194,92.84,45.88,29.48,27.45,2.03
2020,195,89.89,31.41,30.24,26.92,3.32
2020,196,90.21,14.44,29.58,26.28,3.3
2020,197,89.55,6.71,30.57,26.19,4.38
2020,198,87.62,3.53,30.65,26.61,4.04
2020,199,89.33,7.39,30.04,26.68,3.36
2020,200,90.12,19.69,30.4,26.79,3.61
2020,201,89.53,43.15,29.83,26.4,3.43
2020,202,89.39,23.99,30.14,26.53,3.61
2020,203,91,35.88,29.86,26.9,2.96
2020,204,91.85,64.5,28.83,26.48,2.35
2020,205,89.62,23.02,29.31,26.12,3.19
2020,206,89.36,19.13,30.24,26.51,3.73
2020,207,86.97,1.48,30.54,25.78,4.76
2020,208,87.95,0.74,30.45,26.27,4.18
2020,209,88.83,4.54,31.16,26.37,4.79
2020,210,87.98,11.3,31.08,26.6,4.48
2020,211,87.79,21.26,30.3,26.57,3.73
2020,212,88.33,11.78,30.85,26.42,4.43
2020,213,87.16,9.09,30.76,26.54,4.22
2020,214,83.46,4.78,32.69,27.02,5.67
2020,215,85.4,15.49,32.69,27.01,5.68
2020,216,88.82,18.55,31.47,27.54,3.93
2020,217,91.74,17.79,29.64,27.37,2.27
2020,218,88.98,10.48,31.1,26.43,4.67
2020,219,90.29,17.27,30.08,26.24,3.84
2020,220,89.06,16.21,30.5,26.96,3.54
2020,221,87.37,10.03,30.73,26.61,4.12
2020,222,88,2.91,30.87,26.38,4.49
2020,223,89.64,5.77,30.36,26.53,3.83
2020,224,89.54,31.53,31.09,26.71,4.38
2020,225,89.37,11,31.56,26.95,4.61
2020,226,86.42,4.08,32.26,26.17,6.09
2020,227,87.8,5.43,31.66,25.87,5.79
2020,228,89.05,52.29,30.33,25.87,4.46
2020,229,88.66,25.66,30.08,26.64,3.44
2020,230,89.65,34.8,29.96,26.64,3.32
2020,231,91.42,24.73,29.65,26.81,2.84
2020,232,92.78,6.43,28.28,26.12,2.16
2020,233,93.1,32.26,28.52,25.26,3.26
2020,234,91.54,33.68,28.61,25.38,3.23
2020,235,92.93,54.32,28.28,26.04,2.24
2020,236,89.27,22.97,29.71,25.69,4.02
2020,237,88.35,34.66,31.29,24.93,6.36
2020,238,90.89,8.68,29.97,25.92,4.05
2020,239,91.31,5.55,29.83,24.41,5.42
2020,240,91,14.93,29.56,25.82,3.74
2020,241,89.33,10.8,29.96,25.57,4.39
2020,242,88.45,14.75,30.11,26.05,4.06
2020,243,87.84,4.84,30.67,26.35,4.32
2020,244,90.32,17.26,30.52,26.32,4.2
2020,245,89.47,14.21,29.93,26.29,3.64
2020,246,86.5,12.99,30.91,25.86,5.05
2020,247,81.98,2.8,32.34,25.5,6.84
2020,248,82.48,1.23,32.68,26.57,6.11
2020,249,86.68,0.18,31.34,26.97,4.37
2020,250,85.41,2.67,31.25,26.78,4.47
2020,251,87.24,5.77,29.5,26.77,2.73
2020,252,85.68,5.61,31.38,26.33,5.05
2020,253,86.85,5.6,30.75,26.79,3.96
2020,254,87.69,34.34,30.57,26.73,3.84
2020,255,89.07,19.79,30.2,26.51,3.69
2020,256,89.08,21.63,30.55,26.54,4.01
2020,257,89.17,23.06,30.41,25.75,4.66
2020,258,88.29,14.05,31.07,26.44,4.63
2020,259,88.79,23.15,30.53,26.43,4.1
2020,260,89.07,28.27,29.98,26.74,3.24
2020,261,87.88,18.26,30.87,26.71,4.16
2020,262,81.2,5.51,32.66,26.94,5.72
2020,263,84.33,3.13,33.94,27.02,6.92
2020,264,81.4,14.97,33.6,26.9,6.7
2020,265,90.51,18.29,30.64,26.31,4.33
2020,266,92.51,40.14,29.68,26.82,2.86
2020,267,92.46,39.86,30.09,27.05,3.04
2020,268,90.87,50.72,30.13,26.87,3.26
2020,269,91.68,44.98,30.04,26.67,3.37
2020,270,91.2,46.11,30.05,26.83,3.22
2020,271,91,61.65,30.13,26.03,4.1
2020,272,88.06,28.27,29.98,25.81,4.17
2020,273,81.16,25.02,30.54,27.12,3.42
2020,274,84.07,14.26,31.99,25.66,6.33
2020,275,87.73,18.88,30.45,26.52,3.93
2020,276,88.17,3.11,30.48,26.32,4.16
2020,277,87.54,14.66,30.82,26.54,4.28
2020,278,87.53,8.21,30.99,26.97,4.02
2020,279,88.98,28.48,29.83,26.5,3.33
2020,280,88.88,21.6,29.69,26.15,3.54
2020,281,82.15,6.51,29.29,26.5,2.79
2020,282,74.67,0.59,33.1,26.7,6.4
2020,283,83.01,1.72,32.7,26.8,5.9
2020,284,81.05,4.33,32.86,27.31,5.55
2020,285,79.65,1.04,32.32,27.77,4.55
2020,286,80.84,9.23,32.35,27.45,4.9
2020,287,81.7,20.51,31.89,27.8,4.09
2020,288,84.79,16.19,31.13,27.68,3.45
2020,289,80.9,7.01,32.71,27.01,5.7
2020,290,82,9.44,32.75,26.37,6.38
2020,291,84.36,13.15,31.33,26.72,4.61
2020,292,74.22,16.11,31.75,25.9,5.85
2020,293,77.59,14.59,30.46,26.61,3.85
2020,294,86.33,5.8,27.95,25.58,2.37
2020,295,88.65,12.78,27.76,25.35,2.41
2020,296,92.32,105.91,27.51,24.42,3.09
2020,297,92.15,111.93,28.75,24.42,4.33
2020,298,89.79,37.16,29.09,26.27,2.82
2020,299,81.66,17.95,29.93,26,3.93
2020,300,80.72,2.99,30.65,25.71,4.94
2020,301,85.42,0.01,30.31,24.66,5.65
2020,302,85.13,0.01,30.61,23.88,6.73
2020,303,84.01,1.96,30.86,24.28,6.58
2020,304,84.8,7.25,31.79,25.32,6.47
2020,305,86.54,43.83,27.09,26.17,0.92
2020,306,86.55,60.76,28.54,24.4,4.14
2020,307,88.9,14.45,28.59,24.32,4.27
2020,308,91.13,48.1,26.8,24.86,1.94
2020,309,92.59,49.14,27.49,24.48,3.01
2020,310,78.8,1.84,29.73,21.38,8.35
2020,311,81.39,0.35,27.93,19.69,8.24
2020,312,77.34,0,28.72,18.02,10.7
2020,313,78.51,0.01,30.29,20.33,9.96
2020,314,77.92,0,30.2,21.73,8.47
2020,315,74.67,0,30.28,22.21,8.07
2020,316,77.8,0,30.84,22.41,8.43
2020,317,73.19,0,31.65,22.02,9.63
2020,318,73.81,0,30.95,22.92,8.03
2020,319,78.73,0,30.28,22.27,8.01
2020,320,81.41,0,29.57,20.94,8.63
2020,321,80.35,0,29.72,20.77,8.95
2020,322,74.85,0,27.42,22.37,5.05
2020,323,72.59,0,26.78,20.86,5.92
2020,324,81.42,0,26.25,18.11,8.14
2020,325,72.33,0,28.54,19.16,9.38
2020,326,71.3,4.56,28.29,20.33,7.96
2020,327,83.59,31.73,26.47,18.86,7.61
2020,328,81.64,0,25,15.94,9.06
2020,329,79.01,0,25.64,15.32,10.32
2020,330,77.16,0,26.26,17.78,8.48
2020,331,76.72,0,26.84,18.51,8.33
2020,332,73.17,0,27.77,17.62,10.15
2020,333,82.18,0,27.9,18.07,9.83
2020,334,83.86,0,28.06,18.26,9.8
2020,335,78.6,0,28.64,18.19,10.45
2020,336,74.75,0,27.48,18.13,9.35
2020,337,70.75,0,26.78,18.21,8.57
2020,338,72.12,0,25.78,18.88,6.9
2020,339,71.94,0,25.38,18.76,6.62
2020,340,68.1,0,25.71,18.46,7.25
2020,341,72.35,0,25.42,17.55,7.87
2020,342,80.33,0,24.92,16.14,8.78
2020,343,82.43,0,25.25,16.36,8.89
2020,344,82.65,0,23.91,16.74,7.17
2020,345,82.49,0,24.13,15.86,8.27
2020,346,78.02,0,23.77,16.3,7.47
2020,347,81.97,0,23.13,15.67,7.46
2020,348,84.49,0,24.15,15.5,8.65
2020,349,86.65,0,24.97,16.27,8.7
2020,350,85.34,0,24.65,15.19,9.46
2020,351,86.36,0,25.07,15.43,9.64
2020,352,86.31,0,24.7,15.83,8.87
2020,353,85.11,0,23.29,14.77,8.52
2020,354,84.95,0,21.95,12.27,9.68
2020,355,83.13,0,21.88,11.29,10.59
2020,356,81.67,0,21.99,12.34,9.65
2020,357,73.99,0,22.72,14.19,8.53
2020,358,73.59,0,22.88,13.61,9.27
2020,359,69.81,0,23.62,15.3,8.32
2020,360,76.99,0,23.33,13.8,9.53
2020,361,83.96,0,23.4,13.45,9.95
2020,362,79.99,0,22.73,12.88,9.85
2020,363,77.75,0,22.75,12.59,10.16
2020,364,79.9,0,22.52,12.5,10.02
2020,365,81.68,0,23.38,11.89,11.49
2020,366,80.59,0,23.71,13.05,10.66
2021,1,79.97,0,23.85,14.3,9.55
2021,2,81.98,0,23.47,14.48,8.99
2021,3,78.36,0,24.12,14.4,9.72
2021,4,76.39,0,25.02,15.23,9.79
2021,5,81.33,0,25.11,14.9,10.21
2021,6,80.39,0,26.13,15.36,10.77
2021,7,80.53,0,26.52,16.79,9.73
2021,8,80.77,0,26.43,17.09,9.34
2021,9,78.91,0,24.89,16.34,8.55
2021,10,78.23,0,24.44,16.56,7.88
2021,11,81.85,0,25.4,17.59,7.81
2021,12,85.02,0,24.74,16.96,7.78
2021,13,81.46,0,23.36,14.36,9
2021,14,82.85,0,22.16,12.07,10.09
2021,15,77.85,0,21.71,13.12,8.59
2021,16,77.24,0,21.81,12.43,9.38
2021,17,83.15,0,22.16,12.39,9.77
2021,18,82.78,0,23.05,12.4,10.65
2021,19,78.49,0,21.95,14.41,7.54
2021,20,83.74,0.01,22.63,14.3,8.33
2021,21,86.47,0.01,23.79,15.21,8.58
2021,22,78.29,0,23.1,13.78,9.32
2021,23,72.11,0,21.72,12.49,9.23
2021,24,73.24,0,22.77,12.27,10.5
2021,25,79.27,0,23.16,12.11,11.05
2021,26,77.98,0,23.33,12.14,11.19
2021,27,78.28,0,22.56,10.94,11.62
2021,28,76.08,0,22.3,10.22,12.08
2021,29,72.66,0,22.82,11.14,11.68
2021,30,72.77,0,23.72,12.43,11.29
2021,31,71.75,0,22.25,12.38,9.87
2021,32,71,0,21.58,10,11.58
2021,33,75.33,0,22.64,9.26,13.38
2021,34,72.97,0,24.25,11.15,13.1
2021,35,68.79,0,25.26,13.07,12.19
2021,36,66.64,0,24.59,13.4,11.19
2021,37,65.59,0,24.98,13.28,11.7
2021,38,75.28,0,24.2,13.81,10.39
2021,39,73.7,0,24.88,13.06,11.82
2021,40,72.31,0,26.36,13.09,13.27
2021,41,66.25,0,26.77,15.28,11.49
2021,42,59.69,0,25.71,15.36,10.35
2021,43,62.25,0,25.69,15.01,10.68
2021,44,66.39,0,25.98,14.35,11.63
2021,45,67.56,0,26.09,13.4,12.69
2021,46,61.99,0,26.24,14.45,11.79
2021,47,61.17,0,26.84,15.44,11.4
2021,48,63.15,0,28.63,14.48,14.15
2021,49,62.35,0,29.38,15.8,13.58
2021,50,62.3,0,28.24,17.69,10.55
2021,51,66.95,0,28.04,18.9,9.14
2021,52,63.37,0,29.03,18.78,10.25
2021,53,59.03,0,28.24,16.57,11.67
2021,54,56.69,0,28.8,17.03,11.77
2021,55,62.95,0,28.14,16.35,11.79
2021,56,81.3,0,28.11,19.52,8.59
2021,57,79.03,0,29.04,18.26,10.78
2021,58,83.23,0,28.49,18.13,10.36
2021,59,81.6,0,29.77,19.74,10.03
2021,60,77.75,0,30.66,19.62,11.04
2021,61,65.51,0,30.66,20.56,10.1
2021,62,65.23,0,30.08,20.12,9.96
2021,63,79.21,0,29.2,20.48,8.72
2021,64,81.22,0,29.21,19.86,9.35
2021,65,80.86,0,29.18,21.05,8.13
2021,66,79.77,0.03,29.36,21.07,8.29
2021,67,76.13,0.02,30.23,20.72,9.51
2021,68,78.29,0.01,30.33,20.79,9.54
2021,69,78.18,0.01,29.84,20.93,8.91
2021,70,67.53,0.63,31.29,21.05,10.24
2021,71,67.29,39.06,31.66,22.15,9.51
2021,72,66.81,0,32.48,21.44,11.04
2021,73,64.78,0,31.04,21.13,9.91
2021,74,59.86,0,30.92,19.67,11.25
2021,75,58.72,0,32.29,19.78,12.51
2021,76,52.88,0,32.63,19.15,13.48
2021,77,47.36,0,33.09,19.17,13.92
2021,78,48.83,0,32.55,20.86,11.69
2021,79,53.17,0,31.56,22.32,9.24
2021,80,51.38,0,33.88,23.78,10.1
2021,81,50.55,0,35.71,23.51,12.2
2021,82,48.62,0,35.56,22.2,13.36
2021,83,52.22,0,34.65,25.12,9.53
2021,84,60.57,0,34.91,23.65,11.26
2021,85,46.51,0,34.8,24.97,9.83
2021,86,45.96,0,35.06,22.95,12.11
2021,87,50.92,0,34.19,21.71,12.48
2021,88,66.05,0,33.49,23.58,9.91
2021,89,74.3,0,32.4,24.25,8.15
2021,90,76.48,0.02,32.43,25.27,7.16
2021,91,77.03,0.19,31.82,25.44,6.38
2021,92,72.55,0.18,32.69,24.17,8.52
2021,93,58.19,0,35.72,22.47,13.25
2021,94,50.23,0,36.09,22.37,13.72
2021,95,59.24,1.34,34.98,24.04,10.94
2021,96,67.01,1.18,33.78,22.99,10.79
2021,97,71.47,0,33.3,22.53,10.77
2021,98,73.71,0,32.6,24.37,8.23
2021,99,67.59,0,33.81,25.03,8.78
2021,100,64.22,0,34.5,24.95,9.55
2021,101,66.27,0,34.28,25.31,8.97
2021,102,64.5,0,36.37,24.48,11.89
2021,103,63.97,0,35.19,25.07,10.12
2021,104,66.46,0,33.52,24.85,8.67
2021,105,72.37,0,32.01,24.6,7.41
2021,106,68.73,0.94,32.6,25.01,7.59
